date,year,month,country,arrivals,avg_temperature,rainfall_mm,season,season_Inter Monsoon,season_Northeast Monsoon,season_Southwest Monsoon,is_holiday,near_holiday,region,region_Americas,region_Asia,region_Europe,region_Middle East,region_Oceania,region_Other,quarter,day_of_year,week_of_year,month_sin,month_cos
2020-02-01,2020,2,China,24243,27,50,Northeast Monsoon,False,True,False,0,1,Asia,False,True,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,United Kingdom,15896,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Germany,15277,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,France,14986,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,United States,17238,27,50,Northeast Monsoon,False,True,False,0,1,Americas,True,False,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Australia,13471,27,50,Northeast Monsoon,False,True,False,0,1,Oceania,False,False,False,False,True,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Russia,14429,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Japan,10977,27,50,Northeast Monsoon,False,True,False,0,1,Asia,False,True,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Maldives,12193,27,50,Northeast Monsoon,False,True,False,0,1,Other,False,False,False,False,False,True,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Netherlands,12314,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Switzerland,8129,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Italy,7816,27,50,Northeast Monsoon,False,True,False,0,1,Europe,False,False,True,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,Canada,6358,27,50,Northeast Monsoon,False,True,False,0,1,Americas,True,False,False,False,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-02-01,2020,2,UAE,7383,27,50,Northeast Monsoon,False,True,False,0,1,Middle East,False,False,False,True,False,False,1,32,5,0.8660254037844386,0.5000000000000001
2020-03-01,2020,3,India,1086,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,China,1230,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,United Kingdom,1328,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Germany,1066,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,France,1062,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,United States,846,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Australia,1042,28,50,Inter Monsoon,True,False,False,0,0,Oceania,False,False,False,False,True,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Russia,725,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Japan,801,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Maldives,727,28,50,Inter Monsoon,True,False,False,0,0,Other,False,False,False,False,False,True,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Netherlands,745,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Switzerland,489,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Italy,540,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,Canada,492,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,1,61,9,1.0,6.123233995736766e-17
2020-03-01,2020,3,UAE,485,28,50,Inter Monsoon,True,False,False,0,0,Middle East,False,False,False,True,False,False,1,61,9,1.0,6.123233995736766e-17
2020-04-01,2020,4,India,850,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,China,828,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,United Kingdom,679,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Germany,758,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,France,498,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,United States,624,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Australia,460,28,50,Inter Monsoon,True,False,False,0,0,Oceania,False,False,False,False,True,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Russia,398,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Japan,407,28,50,Inter Monsoon,True,False,False,0,0,Asia,False,True,False,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Maldives,352,28,50,Inter Monsoon,True,False,False,0,0,Other,False,False,False,False,False,True,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Netherlands,383,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Switzerland,362,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Italy,251,28,50,Inter Monsoon,True,False,False,0,0,Europe,False,False,True,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,Canada,290,28,50,Inter Monsoon,True,False,False,0,0,Americas,True,False,False,False,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-04-01,2020,4,UAE,258,28,50,Inter Monsoon,True,False,False,0,0,Middle East,False,False,False,True,False,False,2,92,14,0.8660254037844387,-0.4999999999999998
2020-05-01,2020,5,India,373,28,250,Southwest Monsoon,False,False,True,1,1,Asia,False,True,False,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,China,371,28,250,Southwest Monsoon,False,False,True,1,1,Asia,False,True,False,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,United Kingdom,361,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Germany,311,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,France,372,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,United States,296,28,250,Southwest Monsoon,False,False,True,1,1,Americas,True,False,False,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Australia,314,28,250,Southwest Monsoon,False,False,True,1,1,Oceania,False,False,False,False,True,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Russia,238,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Japan,293,28,250,Southwest Monsoon,False,False,True,1,1,Asia,False,True,False,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Maldives,201,28,250,Southwest Monsoon,False,False,True,1,1,Other,False,False,False,False,False,True,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Netherlands,246,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Switzerland,217,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Italy,163,28,250,Southwest Monsoon,False,False,True,1,1,Europe,False,False,True,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,Canada,179,28,250,Southwest Monsoon,False,False,True,1,1,Americas,True,False,False,False,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-05-01,2020,5,UAE,152,28,250,Southwest Monsoon,False,False,True,1,1,Middle East,False,False,False,True,False,False,2,122,18,0.49999999999999994,-0.8660254037844387
2020-06-01,2020,6,India,510,26,100,Southwest Monsoon,False,False,True,0,1,Asia,False,True,False,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,China,374,26,100,Southwest Monsoon,False,False,True,0,1,Asia,False,True,False,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,United Kingdom,335,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Germany,439,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,France,388,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,United States,271,26,100,Southwest Monsoon,False,False,True,0,1,Americas,True,False,False,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Australia,358,26,100,Southwest Monsoon,False,False,True,0,1,Oceania,False,False,False,False,True,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Russia,337,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Japan,275,26,100,Southwest Monsoon,False,False,True,0,1,Asia,False,True,False,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Maldives,278,26,100,Southwest Monsoon,False,False,True,0,1,Other,False,False,False,False,False,True,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Netherlands,249,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Switzerland,204,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Italy,168,26,100,Southwest Monsoon,False,False,True,0,1,Europe,False,False,True,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,Canada,139,26,100,Southwest Monsoon,False,False,True,0,1,Americas,True,False,False,False,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-06-01,2020,6,UAE,141,26,100,Southwest Monsoon,False,False,True,0,1,Middle East,False,False,False,True,False,False,2,153,23,1.2246467991473532e-16,-1.0
2020-07-01,2020,7,India,481,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,China,481,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,United Kingdom,357,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Germany,376,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,France,294,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,United States,287,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Australia,314,26,50,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Russia,271,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Japan,231,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Maldives,200,26,50,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Netherlands,200,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Switzerland,175,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Italy,176,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,Canada,153,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-07-01,2020,7,UAE,149,26,50,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,3,183,27,-0.4999999999999997,-0.8660254037844388
2020-08-01,2020,8,India,465,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,China,398,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,United Kingdom,404,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Germany,387,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,France,336,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,United States,274,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Australia,299,26,50,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Russia,335,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Japan,276,26,50,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Maldives,261,26,50,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Netherlands,261,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Switzerland,171,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Italy,165,26,50,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,Canada,126,26,50,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-08-01,2020,8,UAE,126,26,50,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,3,214,31,-0.8660254037844385,-0.5000000000000004
2020-09-01,2020,9,India,405,27,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,China,367,27,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,United Kingdom,474,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Germany,312,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,France,384,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,United States,295,27,100,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Australia,300,27,100,Southwest Monsoon,False,False,True,0,0,Oceania,False,False,False,False,True,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Russia,293,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Japan,281,27,100,Southwest Monsoon,False,False,True,0,0,Asia,False,True,False,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Maldives,199,27,100,Southwest Monsoon,False,False,True,0,0,Other,False,False,False,False,False,True,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Netherlands,186,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Switzerland,188,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Italy,212,27,100,Southwest Monsoon,False,False,True,0,0,Europe,False,False,True,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,Canada,145,27,100,Southwest Monsoon,False,False,True,0,0,Americas,True,False,False,False,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-09-01,2020,9,UAE,157,27,100,Southwest Monsoon,False,False,True,0,0,Middle East,False,False,False,True,False,False,3,245,36,-1.0,-1.8369701987210297e-16
2020-10-01,2020,10,India,794,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,China,577,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,United Kingdom,758,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Germany,659,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,France,638,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,United States,520,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Australia,492,27,250,Northeast Monsoon,False,True,False,0,0,Oceania,False,False,False,False,True,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Russia,399,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Japan,458,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Maldives,435,27,250,Northeast Monsoon,False,True,False,0,0,Other,False,False,False,False,False,True,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Netherlands,435,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Switzerland,293,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Italy,328,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,Canada,267,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-10-01,2020,10,UAE,210,27,250,Northeast Monsoon,False,True,False,0,0,Middle East,False,False,False,True,False,False,4,275,40,-0.8660254037844386,0.5000000000000001
2020-11-01,2020,11,India,707,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,China,597,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,United Kingdom,734,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Germany,679,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,France,650,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,United States,617,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Australia,452,27,250,Northeast Monsoon,False,True,False,0,0,Oceania,False,False,False,False,True,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Russia,520,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Japan,409,27,250,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Maldives,398,27,250,Northeast Monsoon,False,True,False,0,0,Other,False,False,False,False,False,True,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Netherlands,363,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Switzerland,343,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Italy,244,27,250,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,Canada,250,27,250,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-11-01,2020,11,UAE,203,27,250,Northeast Monsoon,False,True,False,0,0,Middle East,False,False,False,True,False,False,4,306,44,-0.5000000000000004,0.8660254037844384
2020-12-01,2020,12,India,1494,27,50,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,China,1160,27,50,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,United Kingdom,1316,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Germany,1153,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,France,1097,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,United States,1158,27,50,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Australia,889,27,50,Northeast Monsoon,False,True,False,0,0,Oceania,False,False,False,False,True,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Russia,731,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Japan,956,27,50,Northeast Monsoon,False,True,False,0,0,Asia,False,True,False,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Maldives,640,27,50,Northeast Monsoon,False,True,False,0,0,Other,False,False,False,False,False,True,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Netherlands,710,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Switzerland,511,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Italy,461,27,50,Northeast Monsoon,False,True,False,0,0,Europe,False,False,True,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,Canada,434,27,50,Northeast Monsoon,False,True,False,0,0,Americas,True,False,False,False,False,False,4,336,49,-2.4492935982947064e-16,1.0
2020-12-01,2020,12,UAE,398,27,50,Northeast Monsoon,False,True,False,0,0,Middle East,False,False,False,True,False,False,4,336,49,-2.4492935982947064e-16,1.0
2021-01-01,2021,1,India,6575,27,50,Northeast Monsoon,False,True,False,1,1,Asia,False,True,False,False,False,False,1,1,53,0.49999999999999994,0.8660254037844387
2021-01-01,2021,1,China,5095,27,50,Northeast Monsoon,False,True,False,1,1,Asia,False,True,False,False,False,False,1,1,53,0.49999999999999994,0.8660254037844387
2021-01-01,2021,1,United Kingdom,5783,27,50,Northeast Monsoon,False,True,False,1,1,Europe,False,False,True,False,False,False,1,1,53,0.49999999999999994,0.8660254037844387
2021-01-01,2021,1,Germany,4288,27,50,Northeast Monsoon,False,True,False,1,1,Europe,False,False,True,False,False,False,1,1,53,0.49999999999999994,0.8660254037844387
